"Timestamp","Name","Sensor value"
"09/20/2019 - 11:22","Soil Pore Water EC (uS/cm)","2493.16"
"09/20/2019 - 11:22","Battery Voltage (V)","6.52"
"09/20/2019 - 11:28","Volumetric Water Content (%)","39.37"
"09/20/2019 - 11:28","Soil Temp (C)","21.6"
"09/20/2019 - 11:28","Soil Permittivity","22.44"
"09/20/2019 - 11:28","Soil Bulk EC (uS/cm)","462.16"
"09/20/2019 - 11:28","Soil Pore Water EC (uS/cm)","2519.53"
"09/20/2019 - 11:28","Battery Voltage (V)","6.52"
"09/20/2019 - 11:34","Volumetric Water Content (%)","39.37"
"09/20/2019 - 11:34","Soil Temp (C)","21.72"
"09/20/2019 - 11:34","Soil Permittivity","22.44"
"09/20/2019 - 11:34","Soil Bulk EC (uS/cm)","464.36"
"09/20/2019 - 11:34","Soil Pore Water EC (uS/cm)","2532.71"
"09/20/2019 - 11:34","Battery Voltage (V)","6.51"
"09/20/2019 - 11:40","Volumetric Water Content (%)","39.23"
"09/20/2019 - 11:40","Soil Temp (C)","21.84"
"09/20/2019 - 11:40","Soil Permittivity","22.2"
"09/20/2019 - 11:40","Soil Bulk EC (uS/cm)","464.36"
"09/20/2019 - 11:40","Soil Pore Water EC (uS/cm)","2556.15"
"09/20/2019 - 11:40","Battery Voltage (V)","6.52"
"09/20/2019 - 11:47","Volumetric Water Content (%)","39.23"
"09/20/2019 - 11:47","Soil Temp (C)","21.84"
"09/20/2019 - 11:47","Soil Permittivity","22.32"
"09/20/2019 - 11:47","Soil Bulk EC (uS/cm)","464.36"
"09/20/2019 - 11:47","Soil Pore Water EC (uS/cm)","2544.43"
"09/20/2019 - 11:47","Battery Voltage (V)","6.51"
"09/20/2019 - 11:53","Volumetric Water Content (%)","26.64"
"09/20/2019 - 11:53","Soil Temp (C)","23.04"
"09/20/2019 - 11:53","Soil Permittivity","14.16"
"09/20/2019 - 11:53","Soil Bulk EC (uS/cm)","292.79"
"09/20/2019 - 11:53","Soil Pore Water EC (uS/cm)","3002.93"
"09/20/2019 - 11:53","Battery Voltage (V)","6.49"
"09/20/2019 - 11:59","Volumetric Water Content (%)","43.92"
"09/20/2019 - 11:59","Soil Temp (C)","26.28"
"09/20/2019 - 11:59","Soil Permittivity","26.05"
"09/20/2019 - 11:59","Soil Bulk EC (uS/cm)","459.59"
"09/20/2019 - 11:59","Soil Pore Water EC (uS/cm)","2077.15"
"09/20/2019 - 11:59","Battery Voltage (V)","6.49"
"09/20/2019 - 12:05","Volumetric Water Content (%)","51.36"
"09/20/2019 - 12:05","Soil Temp (C)","27.72"
"09/20/2019 - 12:05","Soil Permittivity","32.27"
"09/20/2019 - 12:05","Soil Bulk EC (uS/cm)","592.9"
"09/20/2019 - 12:05","Soil Pore Water EC (uS/cm)","2074.22"
"09/20/2019 - 12:05","Battery Voltage (V)","6.47"
"09/20/2019 - 12:11","Volumetric Water Content (%)","47.74"
"09/20/2019 - 12:11","Soil Temp (C)","29.16"
"09/20/2019 - 12:11","Soil Permittivity","29.64"
"09/20/2019 - 12:11","Soil Bulk EC (uS/cm)","547.12"
"09/20/2019 - 12:11","Soil Pore Water EC (uS/cm)","2112.3"
"09/20/2019 - 12:11","Battery Voltage (V)","6.51"
"09/20/2019 - 12:17","Volumetric Water Content (%)","47.29"
"09/20/2019 - 12:17","Soil Temp (C)","30.49"
"09/20/2019 - 12:17","Soil Permittivity","29.27"
"09/20/2019 - 12:17","Soil Bulk EC (uS/cm)","537.6"
"09/20/2019 - 12:17","Soil Pore Water EC (uS/cm)","2112.3"
"09/20/2019 - 12:17","Battery Voltage (V)","6.49"
"09/20/2019 - 12:24","Volumetric Water Content (%)","47.06"
"09/20/2019 - 12:24","Soil Temp (C)","31.68"
"09/20/2019 - 12:24","Soil Permittivity","28.93"
"09/20/2019 - 12:24","Soil Bulk EC (uS/cm)","537.6"
"09/20/2019 - 12:24","Soil Pore Water EC (uS/cm)","2135.74"
"09/20/2019 - 12:24","Battery Voltage (V)","6.51"
"09/20/2019 - 12:30","Volumetric Water Content (%)","46.81"
"09/20/2019 - 12:30","Soil Temp (C)","32.89"
"09/20/2019 - 12:30","Soil Permittivity","28.79"
"09/20/2019 - 12:30","Soil Bulk EC (uS/cm)","535.03"
"09/20/2019 - 12:30","Soil Pore Water EC (uS/cm)","2141.6"
"09/20/2019 - 12:30","Battery Voltage (V)","6.51"
"09/20/2019 - 12:36","Volumetric Water Content (%)","46.44"
"09/20/2019 - 12:36","Soil Temp (C)","33.6"
"09/20/2019 - 12:36","Soil Permittivity","28.45"
"09/20/2019 - 12:36","Soil Bulk EC (uS/cm)","537.6"
"09/20/2019 - 12:36","Soil Pore Water EC (uS/cm)","2182.62"
"09/20/2019 - 12:36","Battery Voltage (V)","6.51"
"09/20/2019 - 12:42","Volumetric Water Content (%)","46.44"
"09/20/2019 - 12:42","Soil Temp (C)","33.71"
"09/20/2019 - 12:42","Soil Permittivity","28.31"
"09/20/2019 - 12:42","Soil Bulk EC (uS/cm)","540.16"
"09/20/2019 - 12:42","Soil Pore Water EC (uS/cm)","2200.2"
"09/20/2019 - 12:42","Battery Voltage (V)","6.47"
"09/20/2019 - 12:48","Volumetric Water Content (%)","46.33"
"09/20/2019 - 12:48","Soil Temp (C)","34.19"
"09/20/2019 - 12:48","Soil Permittivity","28.2"
"09/20/2019 - 12:48","Soil Bulk EC (uS/cm)","544.92"
"09/20/2019 - 12:48","Soil Pore Water EC (uS/cm)","2229.49"
"09/20/2019 - 12:48","Battery Voltage (V)","6.51"
"09/20/2019 - 12:55","Volumetric Water Content (%)","46.21"
"09/20/2019 - 12:55","Soil Temp (C)","35.27"
"09/20/2019 - 12:55","Soil Permittivity","28.2"
"09/20/2019 - 12:55","Soil Bulk EC (uS/cm)","547.12"
"09/20/2019 - 12:55","Soil Pore Water EC (uS/cm)","2247.07"
"09/20/2019 - 12:55","Battery Voltage (V)","6.51"
"09/20/2019 - 13:01","Volumetric Water Content (%)","46.07"
"09/20/2019 - 13:01","Soil Temp (C)","35.52"
"09/20/2019 - 13:01","Soil Permittivity","28.08"
"09/20/2019 - 13:01","Soil Bulk EC (uS/cm)","550.78"
"09/20/2019 - 13:01","Soil Pore Water EC (uS/cm)","2270.51"
"09/20/2019 - 13:01","Battery Voltage (V)","6.47"
"09/20/2019 - 13:07","Volumetric Water Content (%)","46.33"
"09/20/2019 - 13:07","Soil Temp (C)","35.64"
"09/20/2019 - 13:07","Soil Permittivity","28.2"
"09/20/2019 - 13:07","Soil Bulk EC (uS/cm)","549.68"
"09/20/2019 - 13:07","Soil Pore Water EC (uS/cm)","2248.54"
"09/20/2019 - 13:07","Battery Voltage (V)","6.51"
"09/20/2019 - 13:13","Volumetric Water Content (%)","46.07"
"09/20/2019 - 13:13","Soil Temp (C)","36.37"
"09/20/2019 - 13:13","Soil Permittivity","28.08"
"09/20/2019 - 13:13","Soil Bulk EC (uS/cm)","555.54"
"09/20/2019 - 13:13","Soil Pore Water EC (uS/cm)","2291.02"
"09/20/2019 - 13:13","Battery Voltage (V)","6.49"
"09/20/2019 - 13:19","Volumetric Water Content (%)","45.96"
"09/20/2019 - 13:19","Soil Temp (C)","37.19"
"09/20/2019 - 13:19","Soil Permittivity","27.97"
"09/20/2019 - 13:19","Soil Bulk EC (uS/cm)","555.54"
"09/20/2019 - 13:19","Soil Pore Water EC (uS/cm)","2299.8"
"09/20/2019 - 13:19","Battery Voltage (V)","6.47"
"09/20/2019 - 13:26","Volumetric Water Content (%)","45.96"
"09/20/2019 - 13:26","Soil Temp (C)","37.93"
"09/20/2019 - 13:26","Soil Permittivity","27.97"
"09/20/2019 - 13:26","Soil Bulk EC (uS/cm)","560.3"
"09/20/2019 - 13:26","Soil Pore Water EC (uS/cm)","2327.64"
"09/20/2019 - 13:26","Battery Voltage (V)","6.51"
"09/20/2019 - 13:32","Volumetric Water Content (%)","45.36"
"09/20/2019 - 13:32","Soil Temp (C)","38.52"
"09/20/2019 - 13:32","Soil Permittivity","27.35"
"09/20/2019 - 13:32","Soil Bulk EC (uS/cm)","560.3"
"09/20/2019 - 13:32","Soil Pore Water EC (uS/cm)","2380.37"
"09/20/2019 - 13:32","Battery Voltage (V)","6.47"
"09/20/2019 - 13:38","Volumetric Water Content (%)","45.48"
"09/20/2019 - 13:38","Soil Temp (C)","38.64"
"09/20/2019 - 13:38","Soil Permittivity","27.49"
"09/20/2019 - 13:38","Soil Bulk EC (uS/cm)","562.87"
"09/20/2019 - 13:38","Soil Pore Water EC (uS/cm)","2381.84"
"09/20/2019 - 13:38","Battery Voltage (V)","6.49"
